booking_id,hotel_id,guest_id,room_type_id,promotion_id,booking_date,check_in_date,check_out_date,stay_nights,adults,children,booking_channel,booking_status,cancellation_flag,cancellation_date,adr_try,room_revenue_try,food_beverage_revenue_try,other_revenue_try,gross_revenue_try,cancellation_fee_try,realized_revenue_try,nationality
B17988,H001,G02600,RT03,P006,2025-07-18,2025-09-02,2025-09-04,2,3,1,Direct Website,Completed,0,,5376.14,10752.28,2333.11,110.97,13196.36,0.0,13196.36,Turkish
B17989,H001,G00503,RT02,P000,2025-10-08,2025-11-19,2025-11-22,3,3,0,Travel Agent,Completed,0,,2928.92,8786.76,1688.4,250.91,10726.07,0.0,10726.07,Turkish
B17990,H001,G01653,RT01,P000,2025-09-13,2025-10-22,2025-10-25,3,1,0,Direct Website,Completed,0,,2903.22,8709.66,1408.89,184.79,10303.34,0.0,10303.34,British
B17991,H001,G02005,RT01,P001,2025-09-02,2025-11-05,2025-11-07,2,2,1,Expedia,Completed,0,,2080.15,4160.3,560.72,142.14,4863.16,0.0,4863.16,Turkish
B17992,H001,G01381,RT02,P000,2025-11-03,2025-11-12,2025-11-13,1,3,0,Direct Website,Completed,0,,3367.72,3367.72,447.8,57.25,3872.77,0.0,3872.77,Turkish
B17993,H001,G02496,RT01,P005,2025-07-31,2025-08-07,2025-08-11,4,2,2,Travel Agent,Completed,0,,3939.61,15758.44,1723.16,352.36,17833.96,0.0,17833.96,Turkish
B17994,H001,G01793,RT01,P002,2026-05-28,2026-06-13,2026-06-14,1,2,0,Booking.com,Completed,0,,3331.28,3331.28,395.02,93.81,3820.11,0.0,3820.11,Turkish
B17995,H001,G01145,RT01,P006,2025-04-15,2025-04-30,2025-05-02,2,2,0,Direct Phone,Completed,0,,2673.58,5347.16,499.56,238.56,6085.28,0.0,6085.28,British
B17996,H001,G01841,RT03,P003,2025-06-10,2025-06-15,2025-06-22,7,2,1,Booking.com,Completed,0,,4989.39,34925.73,4293.33,1073.67,40292.73,0.0,40292.73,German
B17997,H001,G00902,RT05,P000,2026-09-07,2026-11-09,2026-11-11,2,2,0,Expedia,Confirmed,0,,5113.44,10226.88,1258.81,311.92,11797.61,0.0,11797.61,German
B17998,H001,G01991,RT04,P000,2025-04-04,2025-05-11,2025-05-14,3,2,0,Booking.com,Completed,0,,5748.69,17246.07,2913.91,716.42,20876.4,0.0,20876.4,Turkish
B17999,H001,G01529,RT02,P000,2025-05-16,2025-06-27,2025-06-28,1,2,1,Booking.com,Completed,0,,4828.49,4828.49,509.72,327.47,5665.68,0.0,5665.68,Turkish
B18000,H001,G00524,RT01,P000,2025-08-09,2025-09-11,2025-09-13,2,3,0,Corporate,Completed,0,,3387.09,6774.18,612.33,436.55,7823.06,0.0,7823.06,German
B18001,H001,G00672,RT02,P005,2025-08-10,2025-09-26,2025-09-28,2,2,0,Booking.com,Completed,0,,4199.32,8398.64,1700.68,141.03,10240.35,0.0,10240.35,Turkish
B18002,H001,G00820,RT05,P002,2026-06-26,2026-07-13,2026-07-19,6,4,1,Direct Website,Cancelled,1,2026-07-01,9911.51,59469.06,7760.34,3511.17,70740.57,8920.36,8920.36,Turkish
B18003,H001,G01808,RT02,P006,2026-07-06,2026-08-12,2026-08-19,7,2,0,Direct Phone,Completed,0,,5631.08,39417.56,8021.98,2075.97,49515.51,0.0,49515.51,British
B18004,H001,G01151,RT06,P000,2026-08-13,2026-11-13,2026-11-19,6,2,0,Corporate,Confirmed,0,,6660.45,39962.7,3330.65,1183.07,44476.42,0.0,44476.42,British
B18005,H001,G00592,RT01,P000,2025-09-09,2025-11-23,2025-11-29,6,2,0,Booking.com,Completed,0,,2215.34,13292.04,2509.31,614.16,16415.51,0.0,16415.51,Turkish
B18006,H001,G02590,RT02,P006,2026-07-01,2026-08-09,2026-08-13,4,2,0,Direct Website,Completed,0,,5553.45,22213.8,4793.13,1110.67,28117.6,0.0,28117.6,Turkish
B18007,H001,G02262,RT06,P006,2025-07-05,2025-07-22,2025-07-24,2,2,0,Direct Website,Completed,0,,10451.1,20902.2,2668.68,947.43,24518.31,0.0,24518.31,British
B18008,H001,G00088,RT02,P003,2025-08-04,2025-08-15,2025-08-22,7,2,0,Expedia,Completed,0,,5149.87,36049.09,7276.8,817.74,44143.63,0.0,44143.63,British
B18009,H001,G01015,RT05,P003,2026-06-23,2026-07-18,2026-07-23,5,3,0,Expedia,Completed,0,,8235.24,41176.2,4811.08,449.03,46436.31,0.0,46436.31,British
B18010,H001,G01457,RT05,P000,2026-12-11,2027-02-01,2027-02-03,2,2,0,Corporate,Confirmed,0,,5684.75,11369.5,2194.57,793.52,14357.59,0.0,14357.59,German
B18011,H001,G02328,RT01,P006,2026-08-31,2026-10-02,2026-10-03,1,2,1,Direct Website,Confirmed,0,,2554.81,2554.81,238.69,81.4,2874.9,0.0,2874.9,Turkish
B18012,H001,G01383,RT01,P004,2026-09-14,2026-11-07,2026-11-08,1,1,0,Booking.com,Confirmed,0,,2250.7,2250.7,350.4,52.58,2653.68,0.0,2653.68,Turkish
B18013,H001,G00774,RT01,P000,2026-09-13,2026-11-27,2026-11-30,3,2,0,Expedia,Confirmed,0,,2437.62,7312.86,762.15,195.81,8270.82,0.0,8270.82,Turkish
B18014,H001,G02541,RT01,P000,2026-09-15,2026-10-02,2026-10-05,3,3,1,Direct Website,Confirmed,0,,2496.34,7489.02,807.59,171.13,8467.74,0.0,8467.74,Turkish
B18015,H001,G02414,RT01,P000,2025-11-13,2025-11-20,2025-11-22,2,3,1,Direct Phone,Completed,0,,2467.49,4934.98,868.0,105.72,5908.7,0.0,5908.7,Turkish
B18016,H001,G02319,RT05,P000,2025-07-04,2025-08-08,2025-08-10,2,3,0,Direct Website,Completed,0,,10766.54,21533.08,2382.2,640.11,24555.39,0.0,24555.39,Turkish
B18017,H001,G02541,RT01,P003,2026-11-12,2026-11-17,2026-11-25,8,2,1,Direct Phone,Confirmed,0,,1956.83,15654.64,2408.3,1039.67,19102.61,0.0,19102.61,Turkish
B18018,H001,G00701,RT01,P000,2026-07-03,2026-07-21,2026-07-24,3,1,0,Expedia,Completed,0,,4379.75,13139.25,2378.57,428.77,15946.59,0.0,15946.59,Turkish
B18019,H001,G02402,RT02,P002,2025-09-11,2025-09-26,2025-09-29,3,2,0,Expedia,Completed,0,,4453.56,13360.68,1441.32,658.02,15460.02,0.0,15460.02,British
B18020,H001,G00731,RT01,P006,2025-02-01,2025-02-28,2025-03-05,5,2,0,Direct Website,Completed,0,,1984.79,9923.95,1310.68,230.92,11465.55,0.0,11465.55,French
B18021,H001,G02064,RT03,P000,2025-07-20,2025-10-24,2025-10-26,2,4,1,Direct Website,Completed,0,,4622.39,9244.78,1066.05,115.54,10426.37,0.0,10426.37,Turkish
B18022,H001,G00535,RT05,P000,2026-08-30,2026-10-25,2026-10-28,3,2,2,Booking.com,Cancelled,1,2026-09-07,6941.07,20823.21,3023.59,242.14,24088.94,0.0,0.0,Turkish
B18023,H001,G01873,RT04,P000,2025-07-29,2025-09-29,2025-10-07,8,4,0,Expedia,Completed,0,,6908.35,55266.8,10841.13,1899.01,68006.94,0.0,68006.94,Turkish
B18024,H001,G02197,RT04,P006,2026-04-13,2026-06-01,2026-06-03,2,3,0,Direct Website,Completed,0,,6283.9,12567.8,2421.95,155.15,15144.9,0.0,15144.9,Turkish
B18025,H001,G00998,RT01,P006,2025-02-07,2025-03-03,2025-03-06,3,2,1,Direct Website,Cancelled,1,2025-02-21,1988.49,5965.47,1122.75,205.55,7293.77,894.82,894.82,British
B18026,H001,G01247,RT01,P000,2026-01-17,2026-02-26,2026-03-03,5,2,0,Booking.com,Completed,0,,2104.84,10524.2,1563.74,624.07,12712.01,0.0,12712.01,Russian
B18027,H001,G01023,RT04,P000,2026-01-22,2026-03-11,2026-03-12,1,3,0,Direct Phone,Completed,0,,5005.66,5005.66,873.28,138.87,6017.81,0.0,6017.81,Turkish
B18028,H001,G01595,RT03,P000,2025-03-26,2025-04-19,2025-04-23,4,2,1,Expedia,Completed,0,,4278.28,17113.12,3440.38,181.06,20734.56,0.0,20734.56,Turkish
B18029,H001,G02342,RT05,P005,2026-07-28,2026-08-26,2026-08-31,5,2,0,Travel Agent,Confirmed,0,,9807.76,49038.8,7171.17,3048.93,59258.9,0.0,59258.9,German
B18030,H001,G00184,RT02,P003,2026-08-19,2026-08-31,2026-09-06,6,2,0,Direct Website,Confirmed,0,,5086.68,30520.08,5288.83,1280.77,37089.68,0.0,37089.68,Russian
B18031,H001,G01717,RT03,P000,2025-05-22,2025-06-12,2025-06-14,2,2,0,Direct Website,Completed,0,,6049.51,12099.02,2039.95,671.67,14810.64,0.0,14810.64,Turkish
B18032,H001,G02421,RT03,P005,2026-05-16,2026-06-18,2026-06-22,4,3,0,Booking.com,Completed,0,,5271.31,21085.24,2537.62,586.39,24209.25,0.0,24209.25,Turkish
B18033,H001,G00356,RT05,P000,2026-04-15,2026-04-21,2026-04-23,2,2,0,Direct Website,Completed,0,,5950.99,11901.98,1107.7,463.3,13472.98,0.0,13472.98,Turkish
B18034,H001,G01342,RT01,P002,2026-06-13,2026-08-07,2026-08-09,2,2,2,Booking.com,Cancelled,1,2026-07-05,3758.47,7516.94,1636.76,107.68,9261.38,0.0,0.0,German
B18035,H001,G00721,RT01,P006,2026-08-30,2026-10-28,2026-10-31,3,3,0,Direct Website,Cancelled,1,2026-09-23,2623.91,7871.73,695.83,382.58,8950.14,1180.76,1180.76,Turkish
B18036,H001,G00539,RT02,P006,2025-08-20,2025-10-18,2025-10-19,1,3,0,Direct Phone,Completed,0,,3742.18,3742.18,663.71,115.65,4521.54,0.0,4521.54,Turkish
B18037,H001,G01252,RT02,P000,2026-01-16,2026-02-02,2026-02-05,3,2,0,Direct Website,Completed,0,,3019.3,9057.9,1009.04,419.41,10486.35,0.0,10486.35,Turkish
B18038,H001,G01802,RT02,P000,2025-06-08,2025-07-23,2025-07-27,4,2,0,Corporate,Completed,0,,5524.48,22097.92,2209.94,990.79,25298.65,0.0,25298.65,German
B18039,H001,G00559,RT06,P006,2026-07-02,2026-07-27,2026-07-29,2,3,1,Direct Phone,Completed,0,,11469.35,22938.7,2922.33,573.38,26434.41,0.0,26434.41,Turkish
B18040,H001,G01531,RT02,P001,2025-06-12,2025-08-19,2025-08-25,6,2,1,Corporate,Completed,0,,5204.66,31227.96,2673.65,849.95,34751.56,0.0,34751.56,Russian
B18041,H001,G02594,RT02,P000,2026-03-25,2026-04-24,2026-04-28,4,2,0,Booking.com,Completed,0,,3645.82,14583.28,3090.26,649.64,18323.18,0.0,18323.18,French
B18042,H001,G00055,RT03,P006,2025-04-22,2025-05-09,2025-05-17,8,2,1,Direct Website,Completed,0,,4427.11,35416.88,3050.3,511.97,38979.15,0.0,38979.15,German
B18043,H001,G00335,RT01,P000,2025-03-31,2025-05-07,2025-05-11,4,2,0,Booking.com,Completed,0,,2708.15,10832.6,959.22,333.01,12124.83,0.0,12124.83,Turkish
B18044,H001,G01298,RT01,P001,2025-09-30,2025-11-03,2025-11-06,3,4,0,Booking.com,Completed,0,,2200.02,6600.06,884.58,305.22,7789.86,0.0,7789.86,Turkish
B18045,H001,G00505,RT06,P000,2025-04-15,2025-05-13,2025-05-15,2,2,0,Booking.com,Completed,0,,8920.83,17841.66,3775.77,597.95,22215.38,0.0,22215.38,Turkish
B18046,H001,G02071,RT01,P002,2025-07-29,2025-08-16,2025-08-20,4,4,2,Booking.com,Cancelled,1,2025-07-30,4173.98,16695.92,1930.37,1161.54,19787.83,0.0,0.0,British
B18047,H001,G01092,RT04,P000,2025-09-10,2025-10-09,2025-10-13,4,2,0,Booking.com,Completed,0,,5390.82,21563.28,2078.53,493.05,24134.86,0.0,24134.86,British
B18048,H001,G02117,RT02,P000,2026-08-25,2026-10-16,2026-10-20,4,2,1,Travel Agent,Confirmed,0,,3776.3,15105.2,2474.22,985.44,18564.86,0.0,18564.86,Turkish
B18049,H001,G00058,RT01,P006,2025-09-19,2025-11-18,2025-11-21,3,1,0,Direct Website,Completed,0,,2096.08,6288.24,1376.29,332.8,7997.33,0.0,7997.33,British
B18050,H001,G01652,RT01,P005,2025-06-05,2025-07-10,2025-07-15,5,3,0,Corporate,Completed,0,,3762.9,18814.5,1972.5,479.2,21266.2,0.0,21266.2,Turkish
B18051,H001,G00744,RT05,P000,2026-07-30,2026-08-13,2026-08-16,3,2,0,Corporate,Completed,0,,11316.84,33950.52,4563.87,786.49,39300.88,0.0,39300.88,British
B18052,H001,G01436,RT03,P000,2026-09-26,2026-11-09,2026-11-17,8,3,1,Corporate,Confirmed,0,,3460.2,27681.6,3787.77,1202.84,32672.21,0.0,32672.21,British
B18053,H001,G00486,RT03,P006,2025-03-05,2025-04-02,2025-04-04,2,3,2,Direct Website,Completed,0,,4248.11,8496.22,824.42,335.94,9656.58,0.0,9656.58,British
B18054,H001,G01885,RT01,P002,2026-06-21,2026-07-03,2026-07-13,10,2,0,Travel Agent,Completed,0,,3484.32,34843.2,5956.21,1926.58,42725.99,0.0,42725.99,Turkish
B18055,H001,G02255,RT04,P002,2026-08-09,2026-08-22,2026-08-26,4,2,2,Booking.com,Confirmed,0,,7965.77,31863.08,5017.14,364.06,37244.28,0.0,37244.28,Turkish
B18056,H001,G02208,RT06,P003,2025-03-15,2025-04-21,2025-04-26,5,3,1,Direct Website,Completed,0,,7030.74,35153.7,7115.32,390.01,42659.03,0.0,42659.03,German
B18057,H001,G00028,RT01,P000,2025-06-27,2025-10-08,2025-10-11,3,3,0,Travel Agent,Completed,0,,2958.62,8875.86,1651.16,608.6,11135.62,0.0,11135.62,British
B18058,H001,G00865,RT03,P000,2025-07-19,2025-10-06,2025-10-07,1,1,0,Corporate,Completed,0,,4738.53,4738.53,492.03,183.71,5414.27,0.0,5414.27,Turkish
B18059,H001,G01019,RT06,P000,2025-08-17,2025-08-23,2025-08-29,6,2,0,Direct Website,Completed,0,,12518.57,75111.42,14362.24,3036.77,92510.43,0.0,92510.43,Russian
B18060,H001,G01719,RT01,P006,2025-07-24,2025-08-25,2025-08-30,5,4,1,Direct Website,Completed,0,,4118.96,20594.8,2448.94,473.22,23516.96,0.0,23516.96,British
B18061,H001,G01934,RT02,P004,2025-08-31,2025-09-23,2025-09-25,2,1,0,Booking.com,Completed,0,,4589.38,9178.76,1294.48,586.39,11059.63,0.0,11059.63,German
B18062,H001,G01444,RT05,P000,2025-12-02,2025-12-16,2025-12-19,3,3,0,Expedia,Completed,0,,5267.77,15803.31,2351.36,703.13,18857.8,0.0,18857.8,Turkish
B18063,H001,G01239,RT01,P000,2025-08-19,2025-09-07,2025-09-09,2,3,2,Direct Website,Completed,0,,3673.69,7347.38,1501.62,190.27,9039.27,0.0,9039.27,German
B18064,H001,G00131,RT04,P003,2025-10-12,2025-10-26,2025-11-02,7,3,1,Travel Agent,Cancelled,1,2025-10-19,4526.24,31683.68,4328.47,604.15,36616.3,4752.55,4752.55,Turkish
B18065,H001,G01888,RT01,P000,2026-09-03,2026-10-04,2026-10-08,4,2,0,Corporate,Confirmed,0,,2850.7,11402.8,1723.92,555.17,13681.89,0.0,13681.89,British
B18066,H001,G00805,RT01,P001,2026-03-15,2026-04-13,2026-04-16,3,3,1,Direct Phone,Completed,0,,2289.01,6867.03,1215.0,247.55,8329.58,0.0,8329.58,Turkish
B18067,H001,G00221,RT03,P000,2026-07-02,2026-07-22,2026-07-26,4,3,1,Corporate,Completed,0,,6588.18,26352.72,2992.35,579.82,29924.89,0.0,29924.89,Turkish
B18068,H001,G00147,RT04,P000,2026-09-07,2026-10-02,2026-10-05,3,2,0,Expedia,Confirmed,0,,5286.36,15859.08,1509.56,882.67,18251.31,0.0,18251.31,Turkish
B18069,H001,G01161,RT03,P000,2026-08-22,2026-10-01,2026-10-03,2,2,1,Booking.com,Confirmed,0,,4891.91,9783.82,1248.71,513.27,11545.8,0.0,11545.8,German
B18070,H001,G01016,RT01,P000,2026-07-10,2026-08-04,2026-08-12,8,3,1,Expedia,Completed,0,,4256.24,34049.92,5330.0,1774.97,41154.89,0.0,41154.89,German
B18071,H001,G01049,RT01,P003,2025-07-15,2025-07-19,2025-07-25,6,2,0,Booking.com,Completed,0,,3440.97,20645.82,2222.87,361.95,23230.64,0.0,23230.64,Turkish
B18072,H001,G02261,RT06,P000,2026-04-12,2026-04-23,2026-04-27,4,1,0,Direct Website,Completed,0,,7076.13,28304.52,5628.75,1425.97,35359.24,0.0,35359.24,British
B18073,H001,G01232,RT01,P000,2026-05-26,2026-06-21,2026-06-25,4,3,1,Direct Website,Completed,0,,3842.79,15371.16,3210.09,948.33,19529.58,0.0,19529.58,German
B18074,H001,G02240,RT02,P004,2026-09-06,2026-11-15,2026-11-17,2,3,2,Direct Website,Confirmed,0,,2653.44,5306.88,772.77,247.46,6327.11,0.0,6327.11,French
B18075,H001,G02190,RT04,P006,2026-08-18,2026-10-25,2026-10-26,1,2,0,Direct Website,Confirmed,0,,5192.93,5192.93,572.21,132.71,5897.85,0.0,5897.85,British
B18076,H001,G00877,RT06,P001,2025-09-20,2025-10-09,2025-10-11,2,3,1,Direct Phone,Completed,0,,7820.98,15641.96,3416.74,743.63,19802.33,0.0,19802.33,Turkish
B18077,H001,G00408,RT03,P000,2026-10-01,2026-10-28,2026-10-30,2,2,1,Expedia,Cancelled,1,2026-10-20,4557.14,9114.28,1993.24,397.61,11505.13,1367.14,1367.14,British
B18078,H001,G01275,RT01,P001,2026-10-05,2026-10-13,2026-10-16,3,4,0,Corporate,Confirmed,0,,2540.84,7622.52,1322.02,499.22,9443.76,0.0,9443.76,Turkish
B18079,H001,G00080,RT05,P003,2025-06-20,2025-08-14,2025-08-21,7,2,0,Direct Phone,Completed,0,,9360.94,65526.58,8012.29,3279.16,76818.03,0.0,76818.03,French
B18080,H001,G00028,RT02,P006,2026-04-20,2026-04-26,2026-04-28,2,2,0,Direct Phone,Completed,0,,3040.55,6081.1,533.31,188.21,6802.62,0.0,6802.62,British
B18081,H001,G02351,RT02,P005,2026-08-12,2026-08-26,2026-08-31,5,2,2,Direct Website,Confirmed,0,,4966.49,24832.45,4566.06,1342.82,30741.33,0.0,30741.33,Turkish
B18082,H001,G01801,RT01,P000,2026-07-15,2026-11-10,2026-11-13,3,2,1,Travel Agent,Confirmed,0,,2516.26,7548.78,1299.38,185.35,9033.51,0.0,9033.51,German
B18083,H001,G00009,RT06,P005,2025-06-02,2025-06-19,2025-06-22,3,3,0,Travel Agent,Completed,0,,8539.36,25618.08,2783.78,1190.2,29592.06,0.0,29592.06,British
B18084,H001,G01068,RT03,P003,2025-12-27,2026-01-18,2026-01-26,8,2,1,Booking.com,Completed,0,,3060.94,24487.52,3116.92,1296.27,28900.71,0.0,28900.71,British
B18085,H001,G00328,RT01,P000,2025-08-06,2025-08-23,2025-08-31,8,4,0,Corporate,Completed,0,,4361.81,34894.48,7088.99,2187.36,44170.83,0.0,44170.83,British
B18086,H001,G02213,RT02,P001,2025-09-04,2025-11-07,2025-11-11,4,1,0,Direct Phone,Completed,0,,2499.76,9999.04,1031.6,276.19,11306.83,0.0,11306.83,British
B18087,H001,G00059,RT02,P000,2026-06-01,2026-06-18,2026-06-19,1,3,0,Direct Website,Completed,0,,5134.21,5134.21,501.3,155.23,5790.74,0.0,5790.74,Turkish
B18088,H001,G02409,RT02,P000,2026-10-22,2026-11-03,2026-11-06,3,3,2,Booking.com,Confirmed,0,,2902.29,8706.87,1711.22,548.51,10966.6,0.0,10966.6,Turkish
B18089,H001,G01696,RT03,P000,2025-08-22,2025-11-28,2025-12-04,6,4,1,Booking.com,Completed,0,,3537.19,21223.14,4298.91,1183.1,26705.15,0.0,26705.15,Turkish
B18090,H001,G00366,RT03,P000,2025-03-17,2025-04-06,2025-04-13,7,2,0,Direct Website,Completed,0,,4175.97,29231.79,5355.31,870.73,35457.83,0.0,35457.83,British
B18091,H001,G01843,RT01,P006,2026-08-11,2026-09-23,2026-09-26,3,2,1,Direct Website,Confirmed,0,,3108.42,9325.26,1737.45,601.31,11664.02,0.0,11664.02,Russian
B18092,H001,G01517,RT02,P000,2025-05-22,2025-05-27,2025-06-04,8,2,0,Travel Agent,Completed,0,,4645.83,37166.64,5597.85,1692.12,44456.61,0.0,44456.61,Turkish
B18093,H001,G01620,RT03,P003,2026-08-15,2026-10-18,2026-10-23,5,4,0,Booking.com,Confirmed,0,,3753.84,18769.2,2800.76,398.22,21968.18,0.0,21968.18,Turkish
B18094,H001,G01142,RT01,P006,2025-07-06,2025-09-03,2025-09-06,3,2,0,Direct Website,Cancelled,1,2025-08-03,3147.28,9441.84,1526.39,369.22,11337.45,0.0,0.0,Turkish
B18095,H001,G02413,RT01,P000,2026-03-28,2026-04-18,2026-04-20,2,3,0,Booking.com,Completed,0,,2746.26,5492.52,601.86,341.94,6436.32,0.0,6436.32,Turkish
B18096,H001,G01591,RT04,P001,2025-06-19,2025-10-03,2025-10-05,2,1,0,Expedia,Completed,0,,4333.31,8666.62,1199.27,334.41,10200.3,0.0,10200.3,German
B18097,H001,G00885,RT02,P006,2025-05-26,2025-06-26,2025-07-06,10,2,1,Direct Phone,Completed,0,,4073.05,40730.5,7932.13,2577.91,51240.54,0.0,51240.54,Turkish
B18098,H001,G01744,RT01,P000,2026-07-19,2026-09-13,2026-09-16,3,2,0,Expedia,Confirmed,0,,3568.71,10706.13,1486.78,379.03,12571.94,0.0,12571.94,Turkish
B18099,H001,G00783,RT03,P000,2026-07-24,2026-08-26,2026-08-29,3,2,0,Travel Agent,Confirmed,0,,7356.57,22069.71,3153.89,1441.18,26664.78,0.0,26664.78,British
B18100,H001,G00627,RT01,P006,2026-07-16,2026-08-18,2026-08-21,3,2,0,Direct Website,Confirmed,0,,4044.94,12134.82,1385.19,446.67,13966.68,0.0,13966.68,French
B18101,H001,G02366,RT05,P005,2026-08-26,2026-09-05,2026-09-09,4,4,0,Expedia,Confirmed,0,,7779.53,31118.12,3525.88,472.1,35116.1,0.0,35116.1,German
B18102,H001,G01821,RT01,P006,2025-07-04,2025-07-13,2025-07-21,8,3,1,Direct Website,Completed,0,,3978.84,31830.72,4602.71,626.08,37059.51,0.0,37059.51,British
B18103,H001,G00701,RT02,P000,2025-10-20,2025-11-03,2025-11-06,3,3,2,Travel Agent,Completed,0,,3347.07,10041.21,1136.56,686.99,11864.76,0.0,11864.76,Turkish
B18104,H001,G00441,RT01,P003,2025-02-23,2025-03-29,2025-04-03,5,2,0,Direct Website,Cancelled,1,2025-03-20,2030.41,10152.05,2075.04,550.48,12777.57,0.0,0.0,British
B18105,H001,G01430,RT04,P000,2026-07-28,2026-08-22,2026-08-24,2,3,0,Booking.com,Confirmed,0,,9368.74,18737.48,3767.98,1244.44,23749.9,0.0,23749.9,German
B18106,H001,G01032,RT03,P000,2025-03-28,2025-04-25,2025-04-28,3,2,1,Direct Website,Completed,0,,3741.11,11223.33,1933.42,604.87,13761.62,0.0,13761.62,Turkish
B18107,H001,G01625,RT04,P000,2026-08-23,2026-10-06,2026-10-08,2,2,0,Booking.com,Confirmed,0,,5766.9,11533.8,1315.85,340.87,13190.52,0.0,13190.52,British
B18108,H001,G00793,RT01,P002,2026-06-28,2026-07-16,2026-07-19,3,3,0,Booking.com,Completed,0,,4175.05,12525.15,1042.77,530.8,14098.72,0.0,14098.72,Turkish
B18109,H001,G01154,RT01,P001,2026-05-18,2026-05-26,2026-05-30,4,3,0,Corporate,Completed,0,,2533.95,10135.8,1645.41,132.67,11913.88,0.0,11913.88,British
B18110,H001,G00345,RT01,P006,2026-07-29,2026-09-18,2026-09-24,6,2,0,Direct Website,Confirmed,0,,3394.38,20366.28,2758.38,665.75,23790.41,0.0,23790.41,British
B18111,H001,G02427,RT02,P003,2026-09-01,2026-09-15,2026-09-20,5,3,0,Travel Agent,Confirmed,0,,4286.73,21433.65,3539.01,1374.01,26346.67,0.0,26346.67,British
B18112,H001,G00841,RT01,P002,2025-07-24,2025-08-14,2025-08-17,3,2,0,Travel Agent,Completed,0,,3908.13,11724.39,1868.63,680.19,14273.21,0.0,14273.21,German
B18113,H001,G00638,RT04,P003,2025-07-10,2025-08-04,2025-08-09,5,2,0,Direct Website,Cancelled,1,2025-07-11,7237.62,36188.1,7011.19,2068.73,45268.02,0.0,0.0,British
B18114,H001,G02294,RT03,P006,2025-08-10,2025-11-02,2025-11-07,5,2,0,Direct Phone,Completed,0,,3463.57,17317.85,2987.22,503.67,20808.74,0.0,20808.74,British
B18115,H001,G01354,RT02,P002,2025-07-28,2025-08-31,2025-09-02,2,2,0,Travel Agent,Cancelled,1,2025-08-15,5154.36,10308.72,1058.4,445.27,11812.39,0.0,0.0,British
B18116,H001,G01055,RT03,P002,2026-09-20,2026-09-26,2026-09-29,3,2,0,Booking.com,Confirmed,0,,5298.57,15895.71,2514.2,316.38,18726.29,0.0,18726.29,German
B18117,H001,G02552,RT03,P000,2026-07-10,2026-09-07,2026-09-08,1,2,0,Direct Phone,Confirmed,0,,5044.41,5044.41,584.25,147.41,5776.07,0.0,5776.07,Turkish
B18118,H001,G00722,RT01,P006,2025-08-25,2025-10-06,2025-10-09,3,3,0,Direct Website,Cancelled,1,2025-09-29,2549.43,7648.29,741.95,494.85,8885.09,0.0,0.0,Turkish
B18119,H001,G00856,RT02,P000,2025-01-04,2025-01-09,2025-01-13,4,2,0,Travel Agent,Completed,0,,3107.24,12428.96,2581.98,460.99,15471.93,0.0,15471.93,German
B18120,H001,G00922,RT02,P000,2025-04-24,2025-05-03,2025-05-05,2,4,2,Corporate,Cancelled,1,2025-04-28,3923.8,7847.6,1244.08,278.41,9370.09,0.0,0.0,French
B18121,H001,G01973,RT01,P005,2026-06-02,2026-07-10,2026-07-14,4,2,0,Direct Website,Completed,0,,4016.19,16064.76,2354.61,310.58,18729.95,0.0,18729.95,Turkish
B18122,H001,G02438,RT01,P003,2026-09-03,2026-10-25,2026-10-30,5,2,0,Direct Website,Confirmed,0,,2364.8,11824.0,2088.2,415.38,14327.58,0.0,14327.58,Turkish
B18123,H001,G01764,RT03,P003,2026-01-07,2026-01-26,2026-02-03,8,2,1,Expedia,Completed,0,,2998.29,23986.32,4257.21,407.76,28651.29,0.0,28651.29,British
B18124,H001,G01039,RT02,P005,2026-08-23,2026-08-31,2026-09-02,2,3,0,Expedia,Confirmed,0,,5824.52,11649.04,2536.72,366.57,14552.33,0.0,14552.33,German
B18125,H001,G00738,RT03,P005,2026-08-23,2026-09-15,2026-09-18,3,2,0,Direct Website,Confirmed,0,,5089.58,15268.74,2631.03,156.86,18056.63,0.0,18056.63,Russian
B18126,H001,G01241,RT04,P003,2026-08-28,2026-10-11,2026-10-16,5,2,0,Corporate,Confirmed,0,,4286.25,21431.25,4123.47,300.9,25855.62,0.0,25855.62,German
B18127,H001,G01225,RT01,P005,2025-07-26,2025-08-20,2025-08-25,5,2,0,Direct Phone,Completed,0,,3443.26,17216.3,1788.67,553.75,19558.72,0.0,19558.72,Turkish
B18128,H001,G01743,RT02,P001,2025-03-25,2025-04-06,2025-04-11,5,2,0,Booking.com,Completed,0,,3279.04,16395.2,3058.08,1001.5,20454.78,0.0,20454.78,Turkish
B18129,H001,G00898,RT02,P003,2026-06-29,2026-07-05,2026-07-10,5,2,0,Corporate,Completed,0,,5179.39,25896.95,5129.13,1534.48,32560.56,0.0,32560.56,Turkish
B18130,H001,G01664,RT03,P004,2025-02-18,2025-03-08,2025-03-10,2,2,1,Corporate,Completed,0,,3350.16,6700.32,909.23,378.46,7988.01,0.0,7988.01,Turkish
B18131,H001,G01392,RT01,P000,2026-05-30,2026-06-13,2026-06-16,3,4,0,Direct Website,Completed,0,,3198.37,9595.11,867.68,334.12,10796.91,0.0,10796.91,British
